,Id,住宅类型,住宅区域,街道接触面积(英尺),住宅面积,街道路面状况,巷子路面状况,住宅形状(大概),住宅现状,水电气,住宅配置,住宅视野,社区,住宅周边1,住宅周边2,适用家庭,住宅房型,装修质量,整体质量,建造年份,法律拆除年份,天花板类型,天花板材料,户外装饰1,户外装饰2,砖墙类型,砖墙面积,户外材料质量,户外装修质量,地下室类型,地下室深度,地下室质量,花园外墙,地下室现状1,地下室一层标准面积,地下室现状2,地下室二层标准面积,地下室建造现状,整体地下室面积,暖气类型,暖气质量,中央空调,电力系统,二楼面积,三楼面积,全低质量面积,户外活动空间面积,全卫地下室,半卫地下室,全卫及以上,半卫及以上,卧室及以上,厨房及以上,厨房质量,总房间量,住宅性能,壁炉数量,壁炉质量,车库类型,车库建造时间,车库装修现状,车位数量,车库面积,车库质量,车库现状,石板路,木板面积,开放式门廊面积,关闭式门廊面积,三季门廊面积,半开放式门廊面积,泳池面积,泳池质量,篱笆质量,其他配置,其他配置的价值,销售月份,销售年份,销售类型,销售状态,SalePrice
388,388.0,0.0,3.0,64.0,465.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,2.0,6.0,4.0,100.0,50.0,1.0,1.0,12.0,13.0,1.0,76.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,719.0,542.0,1.0,0.0,1.0,4.0,538.0,0.0,0.0,384.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,85.0,1.0,2.0,241.0,4.0,4.0,2.0,59.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,4.0,191000
389,389.0,5.0,3.0,67.0,826.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,9.0,4.0,108.0,58.0,1.0,1.0,12.0,13.0,3.0,178.0,0.0,4.0,2.0,0.0,3.0,0.0,2.0,574.0,5.0,0.0,251.0,630.0,1.0,0.0,1.0,4.0,667.0,94.0,0.0,765.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,7.0,6.0,1.0,0.0,3.0,94.0,0.0,3.0,387.0,4.0,4.0,2.0,121.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,5.0,426000
390,390.0,4.0,3.0,21.0,322.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,4.0,7.0,9.0,0.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,0.0,3.0,1.0,3.0,4.0,80.0,1.0,75.0,130.0,183.0,1.0,0.0,1.0,4.0,208.0,29.0,0.0,319.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,5.0,6.0,0.0,0.0,5.0,64.0,2.0,1.0,91.0,4.0,4.0,2.0,0.0,110.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,8.0,4.0,119000
391,391.0,5.0,3.0,42.0,798.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,11.0,2.0,2.0,0.0,5.0,5.0,4.0,102.0,52.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,2.0,0.0,3.0,3.0,0.0,349.0,5.0,0.0,49.0,146.0,1.0,0.0,1.0,4.0,100.0,355.0,0.0,649.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,5.0,6.0,1.0,4.0,3.0,87.0,0.0,2.0,228.0,4.0,4.0,2.0,64.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,4.0,215000
392,392.0,0.0,3.0,0.0,316.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,6.0,60.0,9.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,150.0,0.0,0.0,56.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,1.0,45.0,1.0,1.0,46.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,6.0,1.0,8.0,4.0,106500
393,393.0,1.0,3.0,0.0,224.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,4.0,44.0,0.0,1.0,1.0,14.0,15.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,92.0,5.0,0.0,335.0,133.0,1.0,4.0,1.0,0.0,88.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,100000
394,394.0,4.0,3.0,31.0,556.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,0.0,4.0,5.0,43.0,0.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,458.0,106.0,1.0,2.0,1.0,0.0,58.0,11.0,0.0,123.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,28.0,2.0,1.0,19.0,4.0,4.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,4.0,109000
395,395.0,0.0,3.0,39.0,492.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,4.0,5.0,57.0,6.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,0.0,1.0,378.0,5.0,0.0,254.0,369.0,1.0,4.0,1.0,4.0,346.0,0.0,0.0,192.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,42.0,2.0,1.0,251.0,4.0,4.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0,129000
396,396.0,0.0,3.0,31.0,202.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,4.0,4.0,73.0,22.0,3.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,0.0,4.0,398.0,5.0,0.0,51.0,201.0,1.0,4.0,1.0,4.0,159.0,0.0,0.0,61.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,0.0,0.0,5.0,71.0,1.0,2.0,253.0,4.0,4.0,2.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,4.0,123000
397,397.0,5.0,3.0,40.0,235.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,4.0,2.0,0.0,5.0,4.0,4.0,63.0,12.0,1.0,1.0,12.0,13.0,1.0,188.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,255.0,5.0,0.0,201.0,185.0,1.0,4.0,1.0,4.0,146.0,282.0,0.0,584.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,6.0,6.0,1.0,4.0,1.0,48.0,1.0,1.0,30.0,4.0,4.0,2.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,4.0,169500
398,398.0,1.0,4.0,31.0,404.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,2.0,4.0,1.0,24.0,0.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,5.0,0.0,5.0,0.0,573.0,245.0,1.0,2.0,1.0,3.0,295.0,0.0,0.0,146.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,8.0,2.0,1.0,71.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,0.0,67000
399,399.0,5.0,1.0,36.0,292.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,5.0,6.0,4.0,107.0,57.0,1.0,1.0,5.0,5.0,3.0,57.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,414.0,5.0,0.0,165.0,334.0,1.0,0.0,1.0,4.0,320.0,33.0,0.0,427.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,6.0,0.0,0.0,1.0,93.0,0.0,2.0,131.0,4.0,4.0,2.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,8.0,4.0,241000
400,400.0,11.0,3.0,9.0,951.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,24.0,2.0,2.0,4.0,2.0,7.0,4.0,97.0,46.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,403.0,5.0,0.0,306.0,439.0,1.0,0.0,1.0,4.0,444.0,0.0,0.0,274.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,2.0,2.0,1.0,82.0,0.0,2.0,182.0,4.0,4.0,2.0,59.0,20.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,4.0,245500
401,401.0,0.0,3.0,36.0,370.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,6.0,4.0,106.0,55.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,0.0,676.0,469.0,1.0,0.0,1.0,4.0,457.0,0.0,0.0,286.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,6.0,1.0,2.0,1.0,91.0,0.0,2.0,101.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,164990
402,402.0,1.0,3.0,31.0,569.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,4.0,7.0,43.0,47.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,419.0,70.0,1.0,0.0,1.0,4.0,32.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,6.0,0.0,0.0,5.0,28.0,2.0,1.0,19.0,4.0,4.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,8.0,4.0,108000
403,403.0,5.0,3.0,64.0,781.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,5.0,7.0,4.0,99.0,48.0,3.0,1.0,12.0,13.0,1.0,297.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,642.0,366.0,1.0,2.0,1.0,4.0,363.0,335.0,0.0,752.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,8.0,6.0,1.0,4.0,3.0,84.0,0.0,2.0,115.0,4.0,4.0,2.0,78.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,258000
404,404.0,5.0,3.0,0.0,591.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,5.0,4.0,96.0,46.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,504.0,147.0,1.0,2.0,1.0,4.0,101.0,185.0,0.0,444.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,5.0,6.0,1.0,4.0,3.0,81.0,0.0,2.0,86.0,4.0,4.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,4.0,168000
405,405.0,0.0,3.0,0.0,540.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,19.0,1.0,2.0,0.0,2.0,3.0,3.0,77.0,43.0,1.0,1.0,9.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,530.0,5.0,0.0,83.0,454.0,1.0,0.0,1.0,4.0,609.0,0.0,0.0,471.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,6.0,2.0,1.0,4.0,1.0,79.0,2.0,2.0,173.0,4.0,4.0,2.0,59.0,65.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,8.0,4.0,150000
406,406.0,4.0,3.0,22.0,608.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,0.0,5.0,4.0,39.0,0.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,613.0,317.0,1.0,0.0,1.0,0.0,364.0,0.0,16.0,484.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,1.0,0.0,0.0,5.0,24.0,2.0,1.0,19.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,115000
407,407.0,6.0,3.0,34.0,961.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,5.0,5.0,6.0,19.0,26.0,1.0,1.0,13.0,10.0,2.0,0.0,3.0,4.0,0.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,519.0,168.0,1.0,0.0,1.0,4.0,123.0,225.0,0.0,509.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,6.0,6.0,0.0,0.0,1.0,46.0,2.0,1.0,56.0,4.0,4.0,2.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,177000
408,408.0,5.0,3.0,80.0,917.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,5.0,6.0,4.0,107.0,56.0,1.0,1.0,12.0,13.0,1.0,221.0,2.0,4.0,2.0,0.0,1.0,3.0,5.0,0.0,5.0,0.0,612.0,316.0,1.0,0.0,1.0,4.0,290.0,337.0,0.0,729.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,2.0,1.0,92.0,1.0,3.0,422.0,4.0,4.0,2.0,118.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,5.0,280000
409,409.0,5.0,1.0,56.0,651.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,5.0,7.0,4.0,108.0,58.0,1.0,1.0,12.0,13.0,3.0,57.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,406.0,5.0,0.0,141.0,298.0,1.0,0.0,1.0,4.0,272.0,311.0,0.0,696.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,6.0,6.0,1.0,2.0,1.0,94.0,0.0,3.0,380.0,4.0,4.0,2.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,5.0,339750
410,410.0,0.0,3.0,39.0,492.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,4.0,2.0,59.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,0.0,3.0,5.0,0.0,5.0,0.0,674.0,451.0,1.0,4.0,1.0,0.0,435.0,0.0,0.0,267.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,44.0,2.0,1.0,75.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,60000
411,411.0,14.0,3.0,71.0,1054.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,8.0,2.0,2.0,1.0,2.0,4.0,4.0,56.0,5.0,3.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,512.0,5.0,0.0,0.0,310.0,1.0,4.0,0.0,4.0,278.0,0.0,0.0,134.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,1.0,41.0,0.0,2.0,236.0,4.0,4.0,2.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,145000
412,412.0,0.0,1.0,0.0,79.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,6.0,4.0,110.0,59.0,1.0,1.0,8.0,8.0,3.0,251.0,0.0,4.0,2.0,0.0,3.0,0.0,2.0,281.0,5.0,0.0,543.0,543.0,1.0,0.0,1.0,4.0,537.0,0.0,0.0,383.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,5.0,6.0,1.0,2.0,1.0,95.0,0.0,2.0,170.0,4.0,4.0,2.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,5.0,222000
413,413.0,1.0,4.0,27.0,402.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,17.0,0.0,2.0,0.0,2.0,4.0,5.0,31.0,0.0,1.0,1.0,14.0,15.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,595.0,283.0,1.0,2.0,1.0,0.0,258.0,0.0,0.0,120.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,6.0,1.0,2.0,5.0,15.0,2.0,2.0,79.0,4.0,4.0,2.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,4.0,115000
414,414.0,5.0,3.0,30.0,697.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,20.0,2.0,2.0,0.0,5.0,6.0,4.0,94.0,43.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,15.0,2.0,97.0,322.0,327.0,1.0,0.0,1.0,4.0,298.0,309.0,0.0,704.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,4.0,1.0,79.0,2.0,3.0,304.0,4.0,4.0,2.0,121.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,4.0,228000
415,415.0,0.0,3.0,44.0,392.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,2.0,6.0,4.0,108.0,57.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,0.0,684.0,481.0,1.0,0.0,1.0,4.0,473.0,0.0,0.0,301.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,93.0,0.0,2.0,98.0,4.0,4.0,2.0,46.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,5.0,181134
416,416.0,5.0,3.0,45.0,259.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,5.0,5.0,6.0,79.0,28.0,3.0,1.0,6.0,6.0,1.0,131.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,62.0,5.0,0.0,298.0,70.0,1.0,4.0,1.0,4.0,32.0,163.0,0.0,341.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,4.0,6.0,1.0,4.0,1.0,64.0,0.0,2.0,133.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,149500
417,417.0,6.0,3.0,57.0,1035.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,1.0,2.0,0.0,5.0,5.0,5.0,22.0,0.0,3.0,1.0,13.0,12.0,2.0,0.0,3.0,4.0,0.0,2.0,3.0,3.0,1.0,534.0,5.0,0.0,139.0,496.0,2.0,4.0,0.0,0.0,487.0,377.0,0.0,815.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,8.0,6.0,1.0,2.0,5.0,7.0,2.0,3.0,396.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,4.0,239000
418,418.0,4.0,3.0,31.0,294.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,4.0,5.0,43.0,0.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,0.0,116.0,5.0,0.0,284.0,117.0,1.0,1.0,0.0,1.0,70.0,25.0,0.0,184.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,0.0,0.0,5.0,28.0,2.0,1.0,19.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,1.0,126000
419,419.0,0.0,3.0,36.0,327.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,5.0,69.0,18.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,396.0,5.0,0.0,166.0,310.0,1.0,0.0,1.0,4.0,278.0,0.0,0.0,134.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,54.0,2.0,1.0,53.0,4.0,4.0,2.0,0.0,71.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,4.0,142000
420,420.0,10.0,4.0,49.0,189.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,2.0,6.0,6.0,4.0,98.0,48.0,1.0,1.0,12.0,13.0,1.0,129.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,581.0,5.0,0.0,8.0,482.0,1.0,0.0,1.0,4.0,475.0,0.0,0.0,304.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,6.0,6.0,0.0,0.0,1.0,83.0,0.0,4.0,355.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,2.0,206300
421,421.0,0.0,3.0,0.0,987.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,14.0,2.0,2.0,0.0,2.0,5.0,6.0,78.0,50.0,1.0,1.0,5.0,5.0,3.0,77.0,2.0,4.0,1.0,2.0,3.0,3.0,0.0,565.0,5.0,0.0,220.0,603.0,1.0,2.0,1.0,4.0,602.0,0.0,0.0,461.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,1.0,4.0,1.0,63.0,0.0,2.0,206.0,4.0,4.0,2.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,4.0,215000
422,422.0,0.0,3.0,71.0,1031.0,1.0,0.0,3.0,1.0,0.0,4.0,1.0,11.0,0.0,2.0,0.0,2.0,4.0,4.0,55.0,4.0,3.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,587.0,267.0,1.0,0.0,1.0,0.0,230.0,0.0,0.0,105.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,6.0,0.0,0.0,1.0,40.0,1.0,2.0,198.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,4.0,113000
423,423.0,5.0,3.0,51.0,438.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,7.0,4.0,99.0,48.0,1.0,1.0,12.0,13.0,1.0,267.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,487.0,5.0,0.0,313.0,543.0,1.0,2.0,1.0,4.0,533.0,356.0,0.0,816.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,6.0,6.0,1.0,4.0,1.0,84.0,0.0,3.0,316.0,4.0,4.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,315000
424,424.0,0.0,3.0,43.0,409.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,4.0,57.0,6.0,1.0,1.0,13.0,14.0,1.0,38.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,303.0,5.0,0.0,372.0,398.0,1.0,2.0,1.0,0.0,383.0,0.0,0.0,218.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,1.0,2.0,1.0,42.0,1.0,1.0,48.0,4.0,4.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,4.0,139000
425,425.0,5.0,4.0,31.0,46.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,5.0,6.0,7.0,47.0,42.0,1.0,1.0,6.0,6.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,408.0,61.0,1.0,2.0,1.0,4.0,49.0,135.0,0.0,334.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,4.0,6.0,2.0,2.0,5.0,33.0,2.0,1.0,19.0,4.0,4.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,4.0,135000
426,426.0,8.0,3.0,0.0,844.0,1.0,0.0,3.0,2.0,0.0,4.0,1.0,20.0,2.0,2.0,0.0,7.0,6.0,4.0,90.0,39.0,1.0,1.0,13.0,14.0,1.0,90.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,618.0,5.0,0.0,0.0,569.0,1.0,2.0,1.0,4.0,620.0,0.0,0.0,487.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,6.0,1.0,4.0,1.0,75.0,0.0,2.0,234.0,4.0,4.0,2.0,32.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,4.0,275000
427,427.0,0.0,3.0,48.0,349.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,3.0,5.0,58.0,7.0,3.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,101.0,5.0,0.0,390.0,205.0,1.0,0.0,1.0,4.0,168.0,0.0,0.0,67.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,50.0,2.0,1.0,76.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,4.0,109008
428,428.0,0.0,3.0,35.0,162.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,6.0,4.0,108.0,57.0,1.0,1.0,12.0,13.0,1.0,63.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,336.0,5.0,0.0,349.0,406.0,1.0,0.0,1.0,4.0,389.0,0.0,0.0,224.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,93.0,1.0,2.0,278.0,4.0,4.0,2.0,49.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,5.0,195400
